grid_num,col1_type,col1_code,col1_label,col2_type,col2_code,col2_label,col3_type,col3_code,col3_label,row1_type,row1_code,row1_label,row2_type,row2_code,row2_label,row3_type,row3_code,row3_label
155,team,CHW,Chicago  White Sox,team,SEA,Seattle Mariners,stat,,100+ RBI SeasonBatting,team,CHC,Chicago Cubs,team,LAD,Los Angeles Dodgers,team,DET,Detroit Tigers
156,team,PHI,Philadelphia Phillies,stat,,40+ HR SeasonBatting,stat,,Hall of Fame,team,OAK, Athletics,team,BOS,Boston   Red Sox,team,CIN,Cincinnati Reds
157,team,HOU,Houston Astros,team,COL,Colorado Rockies,stat,,30+ SB Season,team,PIT,Pittsburgh Pirates,team,TEX,Texas Rangers,stat,,All Star
158,team,DET,Detroit Tigers,team,NYM,New York Mets,stat,,40+ Save SeasonPitching,team,ANA,Los Angeles Angels,team,SDP,San Diego Padres,team,NYY,New York Yankees
159,team,MIL,Milwaukee Brewers,team,OAK, Athletics,stat,,200+ K SeasonPitching,team,STL,St. Louis Cardinals,team,BAL,Baltimore Orioles,team,MIN,Minnesota Twins
160,stat,,All Star,team,ATL,Atlanta Braves,stat,,Hall of Fame,stat,,Gold Glove,team,LAD,Los Angeles Dodgers,stat,,.300+ AVG SeasonBatting
161,team,BOS,Boston   Red Sox,team,TOR,Toronto  Blue Jays,team,HOU,Houston Astros,team,ARI,Arizona Diamondbacks,team,CLE,Cleveland Guardians,team,KCR,Kansas City Royals
162,team,PIT,Pittsburgh Pirates,stat,,200+ K SeasonPitching,stat,,.300+ AVG SeasonBatting,team,CHW,Chicago  White Sox,team,WSN,Washington Nationals,team,KCR,Kansas City Royals
163,team,NYM,New York Mets,stat,,300+ Wins CareerPitching,stat,,300+ Save CareerPitching,team,SFG,San Francisco Giants,team,ATL,Atlanta Braves,team,PHI,Philadelphia Phillies
164,team,NYY,New York Yankees,team,CIN,Cincinnati Reds,stat,,Rookie of the Year,team,LAD,Los Angeles Dodgers,team,BOS,Boston   Red Sox,team,CHC,Chicago Cubs
165,team,TBD,Tampa Bay Rays,stat,,Gold Glove,stat,,Hall of Fame,team,TEX,Texas Rangers,team,BAL,Baltimore Orioles,team,SDP,San Diego Padres
166,team,PHI,Philadelphia Phillies,stat,,Silver Slugger,stat,,MVP,team,DET,Detroit Tigers,team,STL,St. Louis Cardinals,team,LAD,Los Angeles Dodgers
167,stat,,200+ Hits SeasonBatting,stat,,40+ HR SeasonBatting,stat,,100+ RBI SeasonBatting,stat,,30+ HR /30+ SB SeasonBatting,stat,,Gold Glove,stat,,3000+ Hits CareerBatting
168,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,stat,,Silver Slugger,team,FLA,Miami Marlins,team,ANA,Los Angeles Angels,team,OAK, Athletics
169,team,DET,Detroit Tigers,stat,,20+ Win SeasonPitching,stat,,Cy Young,team,TOR,Toronto  Blue Jays,team,MIN,Minnesota Twins,team,BAL,Baltimore Orioles
170,team,BOS,Boston   Red Sox,team,OAK, Athletics,stat,,30+ SB Season,team,WSN,Washington Nationals,team,MIL,Milwaukee Brewers,team,HOU,Houston Astros
171,team,SEA,Seattle Mariners,stat,,.300+ AVG CareerBatting,stat,,200+ Hits SeasonBatting,team,PIT,Pittsburgh Pirates,team,CHW,Chicago  White Sox,team,ANA,Los Angeles Angels
172,team,COL,Colorado Rockies,team,KCR,Kansas City Royals,stat,,3000+ K CareerPitching,team,NYM,New York Mets,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers
173,team,CIN,Cincinnati Reds,stat,,3000+ Hits CareerBatting,stat,,200+ K SeasonPitching,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,team,DET,Detroit Tigers
174,team,TEX,Texas Rangers,team,SFG,San Francisco Giants,team,CHC,Chicago Cubs,stat,,All Star,stat,,MVP,stat,,.300+ AVG SeasonBatting
175,team,NYY,New York Yankees,stat,,40+ HR SeasonBatting,stat,,100+ RBI SeasonBatting,team,SDP,San Diego Padres,team,STL,St. Louis Cardinals,team,PHI,Philadelphia Phillies
176,team,TOR,Toronto  Blue Jays,stat,,30+ SB Season,stat,,Gold Glove,team,ANA,Los Angeles Angels,team,CHW,Chicago  White Sox,team,LAD,Los Angeles Dodgers
177,team,NYY,New York Yankees,team,ARI,Arizona Diamondbacks,stat,,Rookie of the Year,team,BAL,Baltimore Orioles,team,SFG,San Francisco Giants,team,KCR,Kansas City Royals
178,team,BOS,Boston   Red Sox,stat,,200+ Hits SeasonBatting,stat,,Hall of Fame,team,STL,St. Louis Cardinals,team,DET,Detroit Tigers,team,SFG,San Francisco Giants
179,team,MIN,Minnesota Twins,team,ATL,Atlanta Braves,stat,,200+ K SeasonPitching,team,CIN,Cincinnati Reds,team,TEX,Texas Rangers,team,ANA,Los Angeles Angels
180,team,CLE,Cleveland Guardians,team,HOU,Houston Astros,stat,,All Star,team,WSN,Washington Nationals,team,MIL,Milwaukee Brewers,team,NYM,New York Mets
181,team,ATL,Atlanta Braves,team,CLE,Cleveland Guardians,team,KCR,Kansas City Royals,stat,,Hall of Fame,stat,,All Star,stat,,20+ Win SeasonPitching
182,team,OAK, Athletics,team,STL,St. Louis Cardinals,stat,,300+ Save CareerPitching,team,NYM,New York Mets,team,ANA,Los Angeles Angels,team,FLA,Miami Marlins
183,team,PIT,Pittsburgh Pirates,team,CHW,Chicago  White Sox,stat,,Silver Slugger,team,PHI,Philadelphia Phillies,team,CLE,Cleveland Guardians,team,TEX,Texas Rangers
184,team,HOU,Houston Astros,stat,,.300+ AVG CareerBatting,stat,,500+ HR CareerBatting,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers,team,NYY,New York Yankees
185,team,CIN,Cincinnati Reds,team,MIL,Milwaukee Brewers,team,MIN,Minnesota Twins,team,TOR,Toronto  Blue Jays,team,TBD,Tampa Bay Rays,stat,,MVP
186,team,KCR,Kansas City Royals,stat,,30+ SB Season,stat,,200+ Hits SeasonBatting,team,OAK, Athletics,team,CHC,Chicago Cubs,team,BAL,Baltimore Orioles
187,team,NYM,New York Mets,stat,,Gold Glove,stat,,100+ RBI SeasonBatting,team,SEA,Seattle Mariners,team,BOS,Boston   Red Sox,team,WSN,Washington Nationals
188,stat,,Hall of Fame,stat,,All Star,stat,,Gold Glove,stat,,Cy Young,stat,,Silver Slugger,stat,,Rookie of the Year
189,team,PHI,Philadelphia Phillies,team,COL,Colorado Rockies,stat,,.300+ AVG SeasonBatting,team,ANA,Los Angeles Angels,team,CLE,Cleveland Guardians,team,BAL,Baltimore Orioles
190,team,HOU,Houston Astros,team,STL,St. Louis Cardinals,stat,,All Star,team,DET,Detroit Tigers,team,MIN,Minnesota Twins,team,TOR,Toronto  Blue Jays
191,team,TOR,Toronto  Blue Jays,team,MIL,Milwaukee Brewers,stat,,200+ K SeasonPitching,team,SDP,San Diego Padres,team,CHC,Chicago Cubs,team,SFG,San Francisco Giants
192,team,NYY,New York Yankees,team,NYM,New York Mets,stat,,3000+ K CareerPitching,team,ARI,Arizona Diamondbacks,team,TEX,Texas Rangers,stat,,Hall of Fame
193,team,ANA,Los Angeles Angels,stat,,20+ Win SeasonPitching,stat,,30+ SB Season,team,CIN,Cincinnati Reds,team,PIT,Pittsburgh Pirates,team,SFG,San Francisco Giants
194,team,MIN,Minnesota Twins,team,SDP,San Diego Padres,stat,,MVP,team,BOS,Boston   Red Sox,team,CHW,Chicago  White Sox,team,BAL,Baltimore Orioles
195,stat,,Rookie of the Year,stat,,40+ HR SeasonBatting,stat,,500+ HR CareerBatting,stat,,200+ Hits SeasonBatting,team,CLE,Cleveland Guardians,stat,,Silver Slugger
196,team,CIN,Cincinnati Reds,team,TBD,Tampa Bay Rays,stat,,100+ RBI SeasonBatting,team,KCR,Kansas City Royals,team,SFG,San Francisco Giants,team,CHW,Chicago  White Sox
197,team,LAD,Los Angeles Dodgers,team,ATL,Atlanta Braves,team,OAK, Athletics,team,BOS,Boston   Red Sox,team,DET,Detroit Tigers,team,CHC,Chicago Cubs
198,team,HOU,Houston Astros,team,BAL,Baltimore Orioles,stat,,All Star,team,STL,St. Louis Cardinals,team,SEA,Seattle Mariners,team,FLA,Miami Marlins
199,team,MIL,Milwaukee Brewers,team,BOS,Boston   Red Sox,stat,,Hall of Fame,team,PHI,Philadelphia Phillies,team,ANA,Los Angeles Angels,team,PIT,Pittsburgh Pirates
200,stat,,200+ Hits SeasonBatting,stat,,200+ K SeasonPitching,stat,,200+ Wins CareerPitching,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers,team,PHI,Philadelphia Phillies
201,team,MIN,Minnesota Twins,stat,,≤ 3.00 ERA Season,stat,,Only One Team,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,team,WSN,Washington Nationals
202,stat,,100+ Run SeasonBatting,stat,,30+ HR SeasonBatting,stat,,40+ 2B SeasonBatting,team,TOR,Toronto  Blue Jays,team,TEX,Texas Rangers,team,NYM,New York Mets
203,team,HOU,Houston Astros,team,OAK, Athletics,stat,,2000+ Hits CareerBatting,team,SDP,San Diego Padres,team,SFG,San Francisco Giants,team,CIN,Cincinnati Reds
204,team,ATL,Atlanta Braves,stat,,.300+ AVG SeasonBatting,stat,,Born Outside US 50 States and DC,team,STL,St. Louis Cardinals,team,PIT,Pittsburgh Pirates,team,SEA,Seattle Mariners
205,team,KCR,Kansas City Royals,team,CHC,Chicago Cubs,stat,,2000+ K CareerPitching,team,DET,Detroit Tigers,team,CHW,Chicago  White Sox,team,ANA,Los Angeles Angels
206,team,TEX,Texas Rangers,stat,,30+ HR SeasonBatting,stat,,300+ HR CareerBatting,team,BAL,Baltimore Orioles,team,BOS,Boston   Red Sox,team,PHI,Philadelphia Phillies
207,team,SDP,San Diego Padres,stat,,6+ WAR Season,stat,,Played In Major Negro Lgs,team,LAD,Los Angeles Dodgers,team,CLE,Cleveland Guardians,stat,,Hall of Fame
208,team,CHW,Chicago  White Sox,team,CIN,Cincinnati Reds,stat,,10+ Win SeasonPitching,team,COL,Colorado Rockies,team,MIL,Milwaukee Brewers,team,WSN,Washington Nationals
209,stat,,40+ WAR Career,stat,,Hall of Fame,stat,,Gold Glove,stat,,40+ HR SeasonBatting,stat,,All Star,stat,,2000+ Hits CareerBatting
210,team,SEA,Seattle Mariners,team,LAD,Los Angeles Dodgers,stat,,30+ Save SeasonPitching,team,MIN,Minnesota Twins,team,NYY,New York Yankees,team,SFG,San Francisco Giants
211,team,ANA,Los Angeles Angels,team,TBD,Tampa Bay Rays,team,PIT,Pittsburgh Pirates,team,DET,Detroit Tigers,team,ARI,Arizona Diamondbacks,team,LAD,Los Angeles Dodgers
212,team,CHW,Chicago  White Sox,team,PIT,Pittsburgh Pirates,stat,,First Round Draft Pick,team,STL,St. Louis Cardinals,team,OAK, Athletics,team,NYM,New York Mets
213,team,TOR,Toronto  Blue Jays,stat,,30+ SB Season,stat,,MVP,team,PHI,Philadelphia Phillies,team,ATL,Atlanta Braves,team,NYY,New York Yankees
214,team,SFG,San Francisco Giants,team,FLA,Miami Marlins,stat,,300+ Save CareerPitching,team,DET,Detroit Tigers,team,TEX,Texas Rangers,team,SDP,San Diego Padres
215,team,BAL,Baltimore Orioles,stat,,2000+ Hits CareerBatting,stat,,200+ Wins CareerPitching,team,HOU,Houston Astros,team,CHC,Chicago Cubs,team,BOS,Boston   Red Sox
216,stat,,Only One Team,stat,,≤ 3.00 ERA Season,stat,,Hall of Fame,team,MIN,Minnesota Twins,team,LAD,Los Angeles Dodgers,team,CIN,Cincinnati Reds
217,team,SFG,San Francisco Giants,stat,,Gold Glove,stat,,100+ Run SeasonBatting,team,CLE,Cleveland Guardians,team,KCR,Kansas City Royals,team,STL,St. Louis Cardinals
218,team,BAL,Baltimore Orioles,team,NYY,New York Yankees,stat,,200+ K SeasonPitching,team,PIT,Pittsburgh Pirates,team,OAK, Athletics,team,CHW,Chicago  White Sox
219,team,SDP,San Diego Padres,team,CIN,Cincinnati Reds,stat,,.300+ AVG CareerBatting,team,NYM,New York Mets,team,DET,Detroit Tigers,team,PHI,Philadelphia Phillies
220,team,NYY,New York Yankees,team,WSN,Washington Nationals,stat,,Silver Slugger,team,ATL,Atlanta Braves,team,ANA,Los Angeles Angels,team,MIL,Milwaukee Brewers
221,team,OAK, Athletics,team,KCR,Kansas City Royals,stat,,200+ Hits SeasonBatting,team,SEA,Seattle Mariners,team,TEX,Texas Rangers,team,TOR,Toronto  Blue Jays
222,team,CLE,Cleveland Guardians,stat,,20+ Win SeasonPitching,stat,,All Star,team,CHC,Chicago Cubs,team,BOS,Boston   Red Sox,team,LAD,Los Angeles Dodgers
223,stat,,200+ Wins CareerPitching,stat,,2000+ K CareerPitching,stat,,Born Outside US 50 States and DC,stat,,Hall of Fame,stat,,All Star,stat,,Cy Young
224,team,MIN,Minnesota Twins,stat,,30+ HR /30+ SB SeasonBatting,stat,,Rookie of the Year,team,ATL,Atlanta Braves,team,CIN,Cincinnati Reds,team,NYM,New York Mets
225,team,BOS,Boston   Red Sox,team,HOU,Houston Astros,team,SFG,San Francisco Giants,team,COL,Colorado Rockies,team,WSN,Washington Nationals,team,CHW,Chicago  White Sox
226,team,PHI,Philadelphia Phillies,stat,,200+ Wins CareerPitching,stat,,100+ RBI SeasonBatting,team,PIT,Pittsburgh Pirates,team,BAL,Baltimore Orioles,team,NYY,New York Yankees
227,team,STL,St. Louis Cardinals,team,CLE,Cleveland Guardians,stat,,6+ WAR Season,team,TBD,Tampa Bay Rays,team,DET,Detroit Tigers,team,OAK, Athletics
228,team,BOS,Boston   Red Sox,team,TEX,Texas Rangers,stat,,Only One Team,team,CHC,Chicago Cubs,team,MIL,Milwaukee Brewers,stat,,Hall of Fame
229,team,ANA,Los Angeles Angels,stat,,30+ HR SeasonBatting,stat,,30+ SB Season,team,SEA,Seattle Mariners,team,SDP,San Diego Padres,team,MIN,Minnesota Twins
230,stat,,Born Outside US 50 States and DC,stat,,300+ HR CareerBatting,stat,,40+ WAR Career,team,LAD,Los Angeles Dodgers,team,NYM,New York Mets,team,TOR,Toronto  Blue Jays
231,team,BAL,Baltimore Orioles,stat,,.300+ AVG SeasonBatting,stat,,First Round Draft Pick,team,CIN,Cincinnati Reds,team,ATL,Atlanta Braves,team,SFG,San Francisco Giants
232,team,MIN,Minnesota Twins,team,MIL,Milwaukee Brewers,team,PHI,Philadelphia Phillies,team,DET,Detroit Tigers,team,ARI,Arizona Diamondbacks,team,KCR,Kansas City Royals
233,team,FLA,Miami Marlins,team,CLE,Cleveland Guardians,stat,,Gold Glove,team,CHW,Chicago  White Sox,team,NYY,New York Yankees,team,PIT,Pittsburgh Pirates
234,team,HOU,Houston Astros,team,WSN,Washington Nationals,stat,,100+ Run SeasonBatting,team,CHC,Chicago Cubs,team,LAD,Los Angeles Dodgers,team,PHI,Philadelphia Phillies
235,team,STL,St. Louis Cardinals,team,OAK, Athletics,stat,,Hall of Fame,team,ATL,Atlanta Braves,team,HOU,Houston Astros,stat,,.300+ AVG CareerBatting
236,team,NYY,New York Yankees,stat,,10+ HR SeasonBatting,stat,,10+ Win SeasonPitching,team,BOS,Boston   Red Sox,team,SFG,San Francisco Giants,team,CIN,Cincinnati Reds
237,stat,,MVP,stat,,Cy Young,stat,,Rookie of the Year,stat,,Hall of Fame,stat,,All Star,stat,,First Round Draft Pick
238,team,NYM,New York Mets,stat,,Born Outside US 50 States and DC,stat,,Only One Team,team,DET,Detroit Tigers,team,BAL,Baltimore Orioles,team,ANA,Los Angeles Angels
239,team,TOR,Toronto  Blue Jays,team,SDP,San Diego Padres,stat,,100+ RBI SeasonBatting,team,TEX,Texas Rangers,team,SEA,Seattle Mariners,team,MIN,Minnesota Twins
240,team,ATL,Atlanta Braves,stat,,300+ HR CareerBatting,stat,,≤ 3.00 ERA Season,team,PIT,Pittsburgh Pirates,team,MIL,Milwaukee Brewers,team,CHW,Chicago  White Sox
241,team,NYM,New York Mets,team,STL,St. Louis Cardinals,stat,,2000+ Hits CareerBatting,team,KCR,Kansas City Royals,team,CLE,Cleveland Guardians,team,PHI,Philadelphia Phillies
242,team,CIN,Cincinnati Reds,stat,,30+ Save SeasonPitching,stat,,40+ 2B SeasonBatting,team,CHC,Chicago Cubs,team,LAD,Los Angeles Dodgers,team,OAK, Athletics
243,team,HOU,Houston Astros,stat,,40+ WAR Career,stat,,200+ Hits SeasonBatting,team,DET,Detroit Tigers,team,BOS,Boston   Red Sox,team,NYY,New York Yankees
244,stat,,Gold Glove,stat,,30+ HR SeasonBatting,stat,,Only One Team,team,NYM,New York Mets,team,ATL,Atlanta Braves,team,SFG,San Francisco Giants
245,team,CLE,Cleveland Guardians,team,SDP,San Diego Padres,team,KCR,Kansas City Royals,team,BAL,Baltimore Orioles,team,COL,Colorado Rockies,team,WSN,Washington Nationals
246,team,PIT,Pittsburgh Pirates,stat,,200+ Wins CareerPitching,stat,,All Star,team,MIN,Minnesota Twins,team,TOR,Toronto  Blue Jays,team,CIN,Cincinnati Reds
247,team,PHI,Philadelphia Phillies,team,CHW,Chicago  White Sox,stat,,30+ SB Season,team,TBD,Tampa Bay Rays,team,ANA,Los Angeles Angels,stat,,Born Outside US 50 States and DC
248,team,CHC,Chicago Cubs,team,MIL,Milwaukee Brewers,stat,,20+ Win SeasonPitching,team,STL,St. Louis Cardinals,team,OAK, Athletics,stat,,Hall of Fame
249,team,ATL,Atlanta Braves,team,NYM,New York Mets,stat,,Silver Slugger,team,BOS,Boston   Red Sox,team,SFG,San Francisco Giants,team,HOU,Houston Astros
250,team,TEX,Texas Rangers,team,BAL,Baltimore Orioles,stat,,2000+ Hits CareerBatting,team,LAD,Los Angeles Dodgers,team,DET,Detroit Tigers,team,SEA,Seattle Mariners
251,stat,,300+ HR CareerBatting,stat,,.300+ AVG SeasonBatting,stat,,≤ 3.00 ERA Season,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,stat,,Hall of Fame
252,team,CHW,Chicago  White Sox,team,KCR,Kansas City Royals,stat,,First Round Draft Pick,team,CHC,Chicago Cubs,team,PIT,Pittsburgh Pirates,team,SDP,San Diego Padres
253,team,TOR,Toronto  Blue Jays,team,SFG,San Francisco Giants,stat,,200+ K SeasonPitching,team,BOS,Boston   Red Sox,team,HOU,Houston Astros,team,MIL,Milwaukee Brewers
254,team,WSN,Washington Nationals,stat,,300+ Save CareerPitching,stat,,6+ WAR Season,team,CIN,Cincinnati Reds,team,MIN,Minnesota Twins,team,STL,St. Louis Cardinals
255,team,LAD,Los Angeles Dodgers,stat,,2000+ K CareerPitching,stat,,10+ Win SeasonPitching,team,PHI,Philadelphia Phillies,team,OAK, Athletics,team,ATL,Atlanta Braves
256,team,ANA,Los Angeles Angels,team,DET,Detroit Tigers,stat,,Played Shortstopmin. 1 game,team,CHC,Chicago Cubs,team,KCR,Kansas City Royals,stat,,Played Catchermin. 1 game
257,team,NYY,New York Yankees,team,TOR,Toronto  Blue Jays,stat,,All Star,team,NYM,New York Mets,team,BAL,Baltimore Orioles,team,SDP,San Diego Padres
258,team,CIN,Cincinnati Reds,team,BOS,Boston   Red Sox,stat,,Pitchedmin. 1 game,stat,,30+ HR SeasonBatting,stat,,Gold Glove,stat,,Born Outside US 50 States and DC
259,team,PHI,Philadelphia Phillies,stat,,30+ Save SeasonPitching,stat,,200+ Wins CareerPitching,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians,team,CHW,Chicago  White Sox
260,team,CHC,Chicago Cubs,stat,,100+ Run SeasonBatting,stat,,Played Third Basemin. 1 game,team,SEA,Seattle Mariners,team,SFG,San Francisco Giants,team,PIT,Pittsburgh Pirates
261,team,NYY,New York Yankees,team,FLA,Miami Marlins,stat,,.300+ AVG SeasonBatting,team,STL,St. Louis Cardinals,team,MIN,Minnesota Twins,team,LAD,Los Angeles Dodgers
262,team,SDP,San Diego Padres,stat,,Only One Team,stat,,Threw a No‑Hitter,team,HOU,Houston Astros,team,OAK, Athletics,team,BOS,Boston   Red Sox
263,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,ATL,Atlanta Braves,team,WSN,Washington Nationals,team,MIL,Milwaukee Brewers
264,team,TOR,Toronto  Blue Jays,team,SFG,San Francisco Giants,team,PIT,Pittsburgh Pirates,team,ANA,Los Angeles Angels,team,ARI,Arizona Diamondbacks,team,DET,Detroit Tigers
265,stat,,Hall of Fame,stat,,30+ SB Season,stat,,100+ RBI SeasonBatting,team,STL,St. Louis Cardinals,team,NYM,New York Mets,team,CIN,Cincinnati Reds
266,team,MIN,Minnesota Twins,stat,,10+ Win SeasonPitching,stat,,40+ WAR Career,team,BAL,Baltimore Orioles,team,CLE,Cleveland Guardians,team,CHW,Chicago  White Sox
267,stat,,Played First Basemin. 1 game,stat,,.300+ AVG SeasonBatting,stat,,30+ HR SeasonBatting,team,PHI,Philadelphia Phillies,team,CHW,Chicago  White Sox,team,HOU,Houston Astros
268,stat,,Played Second Basemin. 1 game,stat,,MVP,stat,,2000+ K CareerPitching,team,CHC,Chicago Cubs,team,NYY,New York Yankees,team,LAD,Los Angeles Dodgers
269,team,BOS,Boston   Red Sox,stat,,≤ 3.00 ERA Season,stat,,300+ HR CareerBatting,team,KCR,Kansas City Royals,team,TEX,Texas Rangers,team,OAK, Athletics
270,team,CIN,Cincinnati Reds,team,DET,Detroit Tigers,team,CLE,Cleveland Guardians,team,ATL,Atlanta Braves,team,SDP,San Diego Padres,team,SEA,Seattle Mariners
271,team,STL,St. Louis Cardinals,stat,,,stat,,2000+ Hits CareerBatting,team,SFG,San Francisco Giants,team,NYM,New York Mets,team,ANA,Los Angeles Angels
272,stat,,100+ RBI SeasonBatting,stat,,200+ Hits SeasonBatting,stat,,30+ SB Season,team,CHC,Chicago Cubs,stat,,All Star,stat,,Hall of Fame
273,team,PIT,Pittsburgh Pirates,stat,,Gold Glove,stat,,Played Outfieldmin. 1 game,team,LAD,Los Angeles Dodgers,team,HOU,Houston Astros,stat,,
274,team,BOS,Boston   Red Sox,stat,,20+ Win SeasonPitching,stat,,First Round Draft Pick,team,BAL,Baltimore Orioles,team,PHI,Philadelphia Phillies,team,DET,Detroit Tigers
275,team,MIL,Milwaukee Brewers,stat,,Born Outside US 50 States and DC,stat,,Cy Young,team,SDP,San Diego Padres,team,NYY,New York Yankees,team,CLE,Cleveland Guardians
276,team,ATL,Atlanta Braves,stat,,2000+ Hits CareerBatting,stat,,300+ HR CareerBatting,stat,,All Star,stat,,Gold Glove,stat,,Silver Slugger
277,team,CHC,Chicago Cubs,team,OAK, Athletics,stat,,Played Catchermin. 1 game,team,TOR,Toronto  Blue Jays,team,COL,Colorado Rockies,team,MIN,Minnesota Twins
278,team,TEX,Texas Rangers,team,CHW,Chicago  White Sox,team,PIT,Pittsburgh Pirates,team,BAL,Baltimore Orioles,team,NYM,New York Mets,team,SFG,San Francisco Giants
279,stat,,40+ HR SeasonBatting,stat,,Rookie of the Year,team,TBD,Tampa Bay Rays,stat,,Played Shortstopmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Designated Hittermin. 1 game
280,team,ANA,Los Angeles Angels,team,KCR,Kansas City Royals,team,SEA,Seattle Mariners,team,LAD,Los Angeles Dodgers,team,HOU,Houston Astros,team,ATL,Atlanta Braves
281,team,DET,Detroit Tigers,team,BOS,Boston   Red Sox,stat,,Played Third Basemin. 1 game,team,STL,St. Louis Cardinals,team,CIN,Cincinnati Reds,team,WSN,Washington Nationals
282,team,SFG,San Francisco Giants,team,CHC,Chicago Cubs,stat,,6+ WAR Season,team,PHI,Philadelphia Phillies,team,NYY,New York Yankees,team,SDP,San Diego Padres
283,team,CLE,Cleveland Guardians,stat,,10+ Win SeasonPitching,stat,,Only One Team,team,PIT,Pittsburgh Pirates,team,TOR,Toronto  Blue Jays,team,FLA,Miami Marlins
284,team,MIL,Milwaukee Brewers,team,OAK, Athletics,stat,,Threw a No‑Hitter,team,BAL,Baltimore Orioles,team,CHW,Chicago  White Sox,stat,,Born Outside US 50 States and DC
285,team,ANA,Los Angeles Angels,stat,,Played First Basemin. 1 game,stat,,200+ K SeasonPitching,team,NYM,New York Mets,team,TEX,Texas Rangers,team,CIN,Cincinnati Reds
286,stat,,.300+ AVG CareerBatting,stat,,500+ HR CareerBatting,stat,,3000+ Hits CareerBatting,stat,,Rookie of the Year,stat,,Gold Glove,stat,,Silver Slugger
